1	686	6296	k27_peak_1	173	.	2.47662	18.77484	17.34223
1	8036	17983	k27_peak_2	237	.	4.10153	25.35744	23.77169
1	51436	52223	k27_peak_3	100	.	3.14003	11.26098	10.00131
1	83239	86188	k27_peak_4	242	.	3.55564	25.79824	24.20553
1	131573	132029	k27_peak_5	16	.	1.79512	2.65853	1.62872
1	272680	275387	k27_peak_6	244	.	5.33364	26.08870	24.49040
1	301158	308721	k27_peak_7	238	.	3.15095	25.43249	23.85005
1	311440	316740	k27_peak_8	415	.	6.99105	43.65260	41.55009
1	320411	322412	k27_peak_9	80	.	1.84268	9.22088	8.00556
1	343317	359666	k27_peak_10	357	.	4.65611	37.68080	35.77365
1	361506	362763	k27_peak_11	35	.	2.10278	4.61726	3.52589
1	460039	461411	k27_peak_12	196	.	4.37731	21.14889	19.66618
1	480441	482475	k27_peak_13	83	.	2.94095	9.58726	8.36715
1	551610	552357	k27_peak_14	22	.	2.01299	3.32431	2.26981
1	573992	577919	k27_peak_15	506	.	9.07580	53.19979	50.69739
1	611997	613345	k27_peak_16	108	.	2.35723	12.17046	10.88776
1	614231	614716	k27_peak_17	54	.	2.01694	6.63847	5.49124
1	636074	636552	k27_peak_18	14	.	1.90663	2.51773	1.49358
1	688410	689583	k27_peak_19	39	.	2.39106	5.04698	3.93869
1	710299	710884	k27_peak_20	29	.	2.04380	4.00796	2.93084
1	717344	717917	k27_peak_21	42	.	2.32187	5.35717	4.23917
1	728077	728503	k27_peak_22	40	.	2.47193	5.15338	4.04311
1	788774	789524	k27_peak_23	12	.	1.95773	2.30274	1.28753
1	791177	791631	k27_peak_24	28	.	2.39655	3.89403	2.82121
1	817639	818486	k27_peak_25	97	.	3.21939	10.96348	9.71685
1	853119	854460	k27_peak_26	132	.	3.80314	14.54305	13.20636
1	880491	881158	k27_peak_27	96	.	1.96271	10.93352	9.67380
1	884133	884609	k27_peak_28	22	.	1.70759	3.32825	2.27516
1	958068	958363	k27_peak_29	127	.	2.40599	14.11818	12.79264
1	986204	997899	k27_peak_30	158	.	2.59711	17.22065	15.82434
1	1014212	1017601	k27_peak_31	197	.	3.54770	21.21177	19.72571
1	1018462	1021317	k27_peak_32	141	.	2.88362	15.47724	14.11847
1	1025529	1026430	k27_peak_33	27	.	2.18336	3.79677	2.72906
1	1083880	1084777	k27_peak_34	34	.	2.21558	4.50531	3.41501
1	1138553	1142103	k27_peak_35	507	.	7.99523	53.13192	50.73605
1	1144084	1156853	k27_peak_36	92	.	2.18912	10.51631	9.27501
1	1165985	1166708	k27_peak_37	24	.	2.06836	3.45902	2.40080
1	1185024	1185822	k27_peak_38	54	.	1.81568	6.64083	5.49059
1	1203457	1206186	k27_peak_39	315	.	4.72377	33.38751	31.55967
1	1243410	1249778	k27_peak_40	286	.	3.90058	30.38357	28.67863
1	1281557	1282185	k27_peak_41	145	.	3.27124	15.88766	14.52050
1	1330154	1330782	k27_peak_42	14	.	1.77965	2.46284	1.44119
1	1543477	1544480	k27_peak_43	84	.	2.92146	9.68911	8.45742
1	1592006	1592248	k27_peak_44	21	.	1.93975	3.23563	2.18489
1	1719529	1725067	k27_peak_45	485	.	7.81822	51.02150	48.59197
1	1739640	1740690	k27_peak_46	180	.	3.96974	19.48626	18.03954
1	1772641	1777522	k27_peak_47	177	.	3.69526	19.19270	17.74604
1	1786934	1787169	k27_peak_48	43	.	2.22632	5.44342	4.32179
1	1796138	1797834	k27_peak_49	218	.	4.13453	23.37873	21.84632
1	1814551	1815531	k27_peak_50	54	.	2.67188	6.57696	5.42584
1	1819648	1822974	k27_peak_51	487	.	7.59325	51.11337	48.71952
1	1828530	1828988	k27_peak_52	24	.	2.16725	3.53366	2.47221
1	1834092	1834304	k27_peak_53	15	.	1.79580	2.53082	1.50595
1	1899369	1900867	k27_peak_54	140	.	3.74194	15.38461	14.03366
1	1985732	1986012	k27_peak_55	21	.	1.93852	3.15562	2.10808
1	1993590	1995512	k27_peak_56	57	.	2.75826	6.88359	5.72757
1	2044659	2047617	k27_peak_57	77	.	2.69402	8.98099	7.77016
1	2218168	2219322	k27_peak_58	99	.	3.17226	11.21787	9.95547
1	2238293	2246560	k27_peak_59	315	.	5.59938	33.34991	31.53852
1	2248357	2250015	k27_peak_60	69	.	3.02496	8.16659	6.97356
1	2263761	2263994	k27_peak_61	18	.	2.08067	2.87870	1.83985
1	2270774	2271650	k27_peak_62	45	.	1.64090	5.64378	4.51927
1	2331214	2332751	k27_peak_63	125	.	2.99870	13.90298	12.57915
1	2338064	2340948	k27_peak_64	104	.	3.33462	11.75973	10.48665
1	2355733	2356007	k27_peak_65	32	.	1.79218	4.32787	3.24097
1	2505653	2525074	k27_peak_66	272	.	3.79198	28.89941	27.23106
1	2531657	2534700	k27_peak_67	326	.	6.08251	34.41905	32.61835
10	373	806	k27_peak_68	36	.	1.59649	4.76223	3.66276
10	19442	25039	k27_peak_69	262	.	7.31156	27.95500	26.24756
10	28538	29191	k27_peak_70	23	.	2.13458	3.36433	2.30830
10	35845	36167	k27_peak_71	13	.	1.77858	2.34963	1.33271
10	37095	39091	k27_peak_72	149	.	3.91722	16.35301	14.97607
10	50256	55305	k27_peak_73	56	.	1.60375	6.77424	5.62151
10	59321	63837	k27_peak_74	70	.	2.52919	8.26536	7.07201
10	73776	77638	k27_peak_75	58	.	2.44938	6.96001	5.80344
10	82941	85107	k27_peak_76	111	.	3.27603	12.47459	11.18492
10	131826	134588	k27_peak_77	91	.	3.32727	10.39265	9.14939
10	138910	140675	k27_peak_78	124	.	3.31224	13.76655	12.45214
10	163509	164645	k27_peak_79	56	.	2.68360	6.80656	5.64852
10	200958	201660	k27_peak_80	25	.	1.65918	3.59311	2.53255
10	247391	249198	k27_peak_81	69	.	2.71680	8.13809	6.94543
10	293971	295804	k27_peak_82	30	.	2.23526	4.16510	3.08513
10	305240	306605	k27_peak_83	96	.	2.52864	10.88346	9.63965
10	317497	319275	k27_peak_84	71	.	2.86558	8.34407	7.15325
10	346050	346412	k27_peak_85	170	.	4.13828	18.43929	17.02637
10	347908	348634	k27_peak_86	139	.	3.43898	15.33130	13.97625
10	363992	367407	k27_peak_87	206	.	3.18475	22.11924	20.61582
