1	0	268
1	12900	13488
1	34462	34989
1	72977	73740
1	129074	129934
1	134801	135048
1	135150	135547
1	154898	155495
1	169152	169357
1	179165	179353
1	233706	234227
1	241860	242025
1	244412	245311
1	273170	273328
1	290111	290336
1	337921	338698
1	358546	358816
1	368092	368621
1	395704	395851
1	417818	417997
1	431889	432078
1	432280	432607
1	442512	443309
1	482114	482767
1	498235	498739
1	503654	504287
1	525893	526633
1	560357	561163
1	577312	577564
1	585106	585533
1	600565	601038
1	671952	672570
1	683590	683764
1	715053	715222
1	744523	744758
1	753972	754430
1	768201	768392
1	794504	795318
1	836422	836581
1	841293	841489
1	844941	845088
1	913176	913469
1	922263	922988
1	936776	937453
1	976034	976675
1	986424	986574
1	1044717	1045293
1	1047416	1048161
1	1067663	1067848
1	1078964	1079602
1	1094944	1095091
1	1095659	1096035
10	0	292
10	59246	59435
10	66252	66847
10	79615	80037
10	81271	82176
10	84908	85322
10	86192	86718
10	121322	122490
10	157504	158144
10	162487	162736
10	165706	166640
10	172479	173057
10	199086	199327
10	208375	209128
10	228265	228412
10	253823	254037
10	268377	269012
10	310305	310508
10	318540	318757
10	325995	326862
10	341900	342060
10	349346	350267
10	359032	359216
10	373684	373844
10	385708	386000
10	395783	395942
10	402212	403139
10	420763	421027
10	437878	438132
10	505734	506557
10	522973	523120
10	525511	525658
10	536787	536982
10	543087	543382
10	561162	561900
10	577302	578055
10	583700	583898
10	590215	590437
10	590531	590884
10	591279	591496
11	5	211
11	1672	1836
11	10306	10732
11	35104	35271
11	43115	43316
11	43450	43737
11	62143	63032
11	74786	75475
11	88575	88758
11	104641	104943
11	137115	137892
11	148797	149251
11	151602	152285
11	158140	159048
11	189579	189769
11	206239	206555
11	206679	207324
11	226513	226745
11	247417	247685
11	268365	268975
11	273795	274623
11	298017	298325
11	303745	304036
11	333558	333887
11	344632	344786
11	353437	353643
11	401023	401258
11	422541	422712
11	435278	435596
11	438750	439994
11	455367	456186
11	471361	471853
11	472047	472328
11	474201	474781
11	507739	508443
11	514392	515298
11	590767	590975
11	591400	591640
11	593876	594084
11	595607	595839
12	4	190
12	3060	3669
12	11352	12053
12	37468	38173
12	40703	41250
12	50079	50742
12	59662	60267
12	68147	68866
12	69143	69425
12	78409	79298
12	84432	85673
12	105089	105437
12	115389	115669
12	133437	133619
12	140978	141238
12	152514	152780
12	162486	163062
12	176844	177636
12	184990	185195
12	191343	192143
12	198863	199208
12	211743	212441
12	216729	217369
12	279000	279808
12	290533	290680
12	291164	291416
12	291526	292038
12	298895	299345
12	305779	306198
12	311292	311439
12	358290	358772
12	359009	359603
12	375793	376036
