C1126573	750	1050
C1127843	1173	1473
C1128845	732	832
C1136481	1376	1676
C1141241	251	351
C1143095	2832	2932
C1143417	407	707
C1144341	1301	1501
C1146563	1102	1302
C1156369	32281	32381
C1156431	207769	207969
S10	412074	412174
S100	40756	40956
S100	224734	224834
S101	187257	187457
S1024	85956	86256
S104	356258	356458
S1046	6886	7186
S1074	7051	7251
S108	74874	74974
S108	470215	470515
S108	480694	480894
S108	491228	491528
S109	136781	137081
S109	175879	175979
S109	277822	277922
S109	496724	496924
S109	511915	512015
S109	590472	590772
S109	733271	733371
S110	150726	151026
S110	567412	567612
S110	666029	666229
S110	1243181	1243381
S111	45702	45902
S1140	37452	37652
S115	6226	6526
S118	71966	72266
S120	47890	48090
S123	170169	170369
S123	694813	695013
S123	968947	969147
S1236	13727	14027
S127	100285	100385
S129	7729	7929
S129	269149	269449
S129	334475	334675
S129	348272	348472
S129	457920	458220
S129	499363	499663
S13	61200	61300
S13	292501	292601
S13	434613	434713
S13	1188002	1188102
S13	1222425	1222725
S13	1497022	1497322
S13	1502683	1502983
S130	94353	94553
S132	50955	51055
S132	470398	470698
S132	479743	479843
S132	671279	671479
S132	682863	683063
S132	777184	777484
S133	229317	229617
S134	171227	171327
S134	273103	273203
S134	343603	343703
S135	31223	31523
S135	154362	154562
S135	172291	172491
S136	62209	62409
S136	112265	112365
S138	325005	325105
S138	367143	367443
S14	342882	342982
S140	40356	40556
S140	87565	87865
S141	85394	85494
S142	72893	72993
S143	498057	498357
S143	688505	688805
S143	835605	835705
S144	310966	311266
S147	570076	570176
S147	726602	726902
S148	194562	194662
S148	297278	297478
S150	283580	283680
S151	283650	283950
S152	49093	49293
S152	593143	593243
S152	878946	879146
S152	1132994	1133194
S152	1417656	1417956
S152	1508095	1508395
S153	16314	16414
S155	83651	83851
S155	479737	480037
S156	46894	47194
S156	355773	355873
S156	495427	495727
S157	299872	300172
S159	463775	463975
S16	161976	162276
S161	294652	294952
S162	217536	217636
S164	29727	29827
S164	137043	137143
S164	236541	236741
S165	22527	22727
S166	33046	33246
S166	40381	40581
S166	152590	152890
S169	128627	128927
S169	234699	234799
S17	104354	104654
S170	138166	138366
S172	423914	424014
S1734	62753	63053
S174	129110	129410
S174	384427	384627
S1742	168013	168213
S175	81669	81769
S175	242422	242522
S175	466241	466441
S1756	44909	45009
S1756	74384	74684
S177	45256	45456
S183	160018	160118
S184	143571	143771
S184	460462	460662
S184	545438	545738
S184	1011146	1011346
S186	38721	38921
S187	282347	282447
S187	321833	322133
S1874	6319	6419
S1874	37245	37345
S19	183876	184176
S191	10014	10214
S191	40593	40793
S191	479182	479382
S191	594518	594618
S1918	85314	85414
S1918	109542	109642
S192	85520	85620
S192	315437	315537
S199	283602	283702
S20	145073	145273
S20	780796	781096
S202	686808	687008
S202	756375	756675
S202	967942	968242
S204	246565	246765
S205	122479	122579
S205	141561	141761
S205	165713	165913
S205	287536	287736
S207	407633	407933
S207	681358	681558
S208	90188	90388
S208	141644	141744
S209	244864	245164
S209	350322	350622
S209	384338	384438
S209	588511	588811
S210	53970	54270
S210	112660	112860
S210	190654	190954
S210	212401	212701
S211	105644	105744
S212	26884	27184
S212	32579	32679
S212	153569	153669
S213	113632	113832
S214	288024	288224
S216	44387	44687
S216	187888	187988
S218	22555	22655
S218	322926	323126
S219	526964	527264
S219	578473	578773
S219	713754	713954
S219	723166	723466
S219	759901	760001
S219	908543	908843
S219	950929	951129
S22	192451	192551
S22	305201	305501
S22	340814	340914
S22	471365	471565
S22	528386	528486
S22	826015	826115
S22	1313519	1313819
S22	1379010	1379310
S22	1425270	1425370
S22	1436012	1436212
S22	1584957	1585057
S22	1587524	1587624
S223	127378	127578
S225	346219	346419
S225	542777	542877
S227	87767	88067
S227	102135	102335
S228	121452	121552
S232	295256	295356
S232	463986	464186
S233	28364	28664
S234	24435	24635
S234	63066	63166
S236	59426	59726
S237	139522	139722
S239	35755	35855
S241	62642	62942
S241	205168	205268
S241	232271	232371
S241	456425	456625
S242	21595	21895
S242	25368	25668
S244	267134	267334
S244	434272	434372
S244	643882	644082
S245	9378	9578
S246	63652	63852
S246	304300	304600
S247	241046	241146
S248	46448	46648
S25	65449	65649
S25	105865	106065
S252	40674	40974
S252	564266	564466
S252	635950	636050
S254	40973	41273
S255	181430	181530
S255	279417	279517
S257	88870	89170
S258	142746	142846
S263	433588	433688
S263	498173	498473
S264	157352	157552
S265	178935	179035
S268	569042	569242
S271	23317	23417
S275	55524	55824
S276	74004	74104
S279	154945	155245
S279	280503	280803
S280	179777	179877
S280	267337	267537
S281	48892	49192
S282	142874	142974
S282	188866	189166
S282	371651	371951
S282	393020	393120
S282	399059	399159
S288	26623	26823
S288	74485	74585
S288	105996	106196
S288	330027	330227
S289	201686	201986
S291	37867	38167
S291	40504	40604
S298	183437	183737
S299	118501	118701
S3	171378	171678
S3	253264	253564
S304	135270	135370
S306	74010	74310
S308	200761	201061
S31	218447	218747
S310	56344	56644
S32	250359	250559
S32	389928	390228
S323	317011	317211
S323	428562	428662
S324	243485	243585
S325	66287	66587
S326	18789	18889
S328	95920	96020
S328	442463	442563
S329	75312	75512
S329	117632	117732
S329	202887	203087
S329	429715	429915
S329	482640	482740
S33	138653	138753
S33	220884	220984
S33	226334	226434
S330	148548	148848
S332	86061	86161
S332	170323	170423
S332	385931	386031
S332	475763	475963
S334	66847	67147
S334	173729	173929
S336	239284	239384
S34	189356	189556
S34	389993	390093
S343	166227	166427
S344	143075	143275
S344	180729	180829
S344	224075	224375
S348	56729	57029
S348	71961	72161
S348	95830	96130
S351	138825	139025
S351	294329	294629
S351	527386	527686
S351	567101	567301
S353	181184	181384
S353	232126	232226
S36	230640	230840
S364	67193	67493
S366	69593	69693
S369	127373	127473
S369	571317	571517
S369	985514	985714
S37	110364	110464
S37	485958	486258
S37	656170	656270
S373	354708	354808
S373	449060	449160
S373	615862	616162
S377	62260	62360
S377	128723	128923
S388	31044	31244
S389	176859	177059
S39	189812	190112
S39	193533	193633
S39	479314	479514
S39	657975	658175
S39	815748	815848
S392	190438	190738
S395	7540	7640
S395	323127	323227
S397	132201	132501
S397	136471	136571
S4	174077	174277
S4	202025	202225
S405	348698	348898
S406	42286	42586
S408	444368	444568
S42	182112	182212
S420	325081	325381
S422	201076	201176
S422	212737	213037
S422	344394	344494
S422	349000	349100
S422	671570	671670
S425	111841	112041
S425	134753	134853
S425	253504	253804
S425	426024	426124
S434	358400	358500
S436	67519	67719
S437	58709	59009
S438	149469	149669
S438	378607	378807
S439	2211	2311
S44	224370	224470
S44	318052	318152
S442	218616	218816
S445	54216	54516
S45	125896	126196
S45	196980	197280
S455	157081	157281
S457	88360	88460
S457	172774	172874
S46	309169	309369
S468	196964	197164
S475	248634	248834
S480	512632	512732
S489	14686	14886
S497	14215	14515
S5	104607	104707
S5	402645	402745
S50	384182	384482
S500	120508	120808
S500	136136	136236
S52	611021	611321
S52	786718	787018
S524	207839	208039
S53	250783	250983
S53	489949	490049
S53	608940	609040
S53	723582	723882
S530	59526	59726
S535	209347	209547
S548	102600	102800
S56	44360	44560
S56	442688	442888
S563	148368	148468
S565	99594	99694
S566	38721	38921
S57	46250	46550
S578	11377	11477
S578	173364	173464
S591	38221	38521
S591	184289	184489
S591	402660	402760
S591	492094	492294
S6	133273	133473
S60	192227	192327
S60	282650	282850
S60	336674	336874
S61	49516	49716
S61	78645	78945
S61	177180	177380
S61	326925	327225
S61	438975	439075
S61	463327	463627
S61	503311	503411
S614	9633	9933
