chr01	63466	63766
chr01	218969	219269
chr01	274808	275108
chr01	774622	774822
chr01	824170	824370
chr01	851343	851643
chr01	933254	933454
chr01	1159951	1160151
chr01	1228191	1228391
chr01	1241186	1241286
chr01	1421708	1422008
chr01	1686599	1686899
chr01	1879532	1879832
chr01	2020841	2021141
chr01	2084605	2084705
chr01	2204712	2204912
chr01	2250893	2251093
chr01	2400419	2400719
chr01	2431447	2431647
chr01	2452077	2452277
chr01	2471658	2471758
chr01	2568346	2568546
chr01	2578738	2579038
chr01	2778455	2778555
chr01	2885141	2885341
chr01	2958000	2958200
chr01	3021624	3021924
chr01	3106838	3107138
chr01	3154759	3154959
chr01	3239249	3239549
chr01	3404746	3404846
chr01	3574193	3574393
chr01	3801434	3801534
chr01	3829861	3829961
chr01	3938979	3939079
chr01	4014121	4014321
chr01	4322588	4322788
chr01	4417445	4417745
chr01	4648305	4648605
chr02	203842	204142
chr02	600789	600889
chr02	889167	889367
chr02	1130287	1130487
chr02	1168166	1168366
chr02	1250801	1251001
chr02	1287062	1287362
chr02	1410078	1410378
chr02	1507386	1507486
chr02	1624734	1624834
chr02	1662750	1662850
chr02	1784838	1785038
chr02	1790048	1790148
chr02	1792040	1792240
chr02	1889153	1889453
chr02	1899698	1899798
chr02	1923709	1924009
chr02	2036729	2036929
chr02	2098845	2099045
chr02	2125574	2125774
chr02	2252662	2252962
chr02	2475540	2475640
chr02	2727946	2728046
chr02	2961540	2961740
chr02	3061784	3061884
chr02	3102527	3102727
chr02	3145505	3145705
chr02	3217873	3218173
chr02	3455502	3455602
chr02	3773852	3773952
chr02	3916769	3916869
chr02	3923960	3924260
chr02	4007855	4007955
chr02	4126549	4126749
chr03	17056	17256
chr03	401693	401893
chr03	560810	561110
chr03	624163	624363
chr03	762251	762551
chr03	1019931	1020131
chr03	1512356	1512556
chr03	1640015	1640315
chr03	1677231	1677431
chr03	1689824	1690024
chr03	1694439	1694539
chr03	1861126	1861426
chr03	2050220	2050320
chr03	2121361	2121461
chr03	2141324	2141624
chr03	2315204	2315404
chr03	2527903	2528003
chr03	2591746	2591846
chr03	2602295	2602495
chr03	2670929	2671229
chr03	2704173	2704373
chr03	2932878	2933078
chr03	2994578	2994878
chr03	3160990	3161090
chr03	3213476	3213676
chr03	3387900	3388200
chr03	3550014	3550114
chr03	3806061	3806261
chr03	3997832	3998132
chr04	60168	60268
chr04	191853	191953
chr04	284206	284306
chr04	323133	323433
chr04	566943	567043
chr04	607326	607526
chr04	1114959	1115059
chr04	1203113	1203313
chr04	1285657	1285857
chr04	1405008	1405108
chr04	1429786	1429886
chr04	1437076	1437376
chr04	1467625	1467925
chr04	1499004	1499304
chr04	1662882	1663182
chr04	1800626	1800926
chr04	1855297	1855497
chr04	1884227	1884427
chr04	2229152	2229452
chr04	2438599	2438899
chr04	2569907	2570007
chr04	2617330	2617530
chr04	2666403	2666503
chr04	3000608	3000908
chr04	3056339	3056539
chr04	3194468	3194568
chr04	3345840	3345940
chr04	3883942	3884142
chr04	4005140	4005440
chr04	4039433	4039733
chr05	49669	49869
chr05	226863	226963
chr05	372991	373091
chr05	410105	410205
chr05	431808	432108
chr05	441377	441477
chr05	556440	556740
chr05	857346	857646
chr05	984566	984866
chr05	1097430	1097530
chr05	1111739	1112039
chr05	1189508	1189808
chr05	1224814	1225114
chr05	1383947	1384147
chr05	1397833	1397933
chr05	1443496	1443696
chr05	1499042	1499242
chr05	1520932	1521132
chr05	1532946	1533146
chr05	1685597	1685697
chr05	1812203	1812403
chr05	1891674	1891874
chr05	1959551	1959851
chr05	2582396	2582496
chr05	2586291	2586591
chr05	2625902	2626002
chr05	2762523	2762623
chr05	2829731	2830031
chr05	2853278	2853378
chr05	2970188	2970488
chr05	3106402	3106702
chr05	3366103	3366203
chr05	3383751	3384051
chr05	3583166	3583266
chr05	3633869	3634069
chr05	3672167	3672467
chr05	3765044	3765144
chr05	3798028	3798228
chr06	116490	116690
chr06	180393	180693
chr06	366445	366545
chr06	499095	499395
chr06	576020	576220
chr06	760107	760407
chr06	801355	801455
chr06	875294	875594
chr06	1058032	1058132
chr06	1391884	1392184
chr06	1420994	1421294
chr06	1454824	1455024
chr06	1508191	1508391
chr06	1853854	1854154
chr06	2051230	2051430
chr06	2094166	2094466
chr06	2197233	2197533
chr06	2252306	2252406
chr06	2376992	2377092
chr06	2427882	2427982
chr06	2436040	2436340
chr06	2736702	2736902
chr06	2928119	2928219
chr06	3043564	3043764
chr06	3238874	3238974
chr06	3455987	3456087
chr06	3495806	3495906
chr06	3592239	3592339
chr06	3627544	3627744
chr06	3689858	3690058
chr06	3739705	3740005
chr06	3747391	3747591
chr07	119138	119438
chr07	119754	119854
chr07	588159	588259
chr07	956781	956881
chr07	1023587	1023687
chr07	1033511	1033611
chr07	1099370	1099470
chr07	1159298	1159398
chr07	1201928	1202028
chr07	1286122	1286422
chr07	1376082	1376282
chr07	1469016	1469216
chr07	1542226	1542326
chr07	1790266	1790466
chr07	1797963	1798163
chr07	1807318	1807518
chr07	2017448	2017648
chr07	2042638	2042938
chr07	2057113	2057213
chr07	2219936	2220236
chr07	2279135	2279235
chr07	2431349	2431549
chr07	2580947	2581147
chr07	2582822	2583122
chr07	2646897	2646997
chr07	2745798	2746098
chr07	2864343	2864443
chr07	2888344	2888544
chr07	3178796	3179096
chr07	3215824	3216024
chr07	3248287	3248587
chr07	3293952	3294152
chr07	3349784	3349884
chr08	252008	252108
chr08	343914	344014
chr08	644707	644807
chr08	733131	733331
chr08	785112	785212
chr08	810531	810731
chr08	852837	853137
chr08	1343819	1343919
chr08	2049451	2049651
chr08	2094370	2094570
chr08	2142580	2142880
chr08	2170803	2171103
chr08	2283266	2283366
chr08	2463293	2463393
chr08	2549425	2549725
chr08	2564469	2564569
chr08	2579186	2579286
chr08	2596430	2596730
chr08	2632708	2632908
chr08	2908883	2909183
chr08	2984703	2985003
chr08	3251557	3251657
chr09	247585	247685
chr09	465283	465583
chr09	556132	556232
chr09	587979	588079
chr09	659573	659773
chr09	1033003	1033103
chr09	1094648	1094748
chr09	1375110	1375410
chr09	1548662	1548762
chr09	1552240	1552440
chr09	1583162	1583462
chr09	1651412	1651612
chr09	1673209	1673309
chr09	1723720	1724020
chr09	1759363	1759463
chr09	1841887	1842187
chr09	1847034	1847134
chr09	1883056	1883156
chr09	1931428	1931528
chr09	1950801	1951101
chr09	2004016	2004216
chr09	2030187	2030487
chr09	2270227	2270327
chr09	2337048	2337148
chr09	2342736	2342936
chr09	2465780	2465980
chr09	2500324	2500524
chr09	2593770	2593970
chr09	2743021	2743321
chr09	2978359	2978459
chr09	3031370	3031670
chr10	304229	304329
chr10	516667	516767
chr10	524259	524559
chr10	641242	641542
chr10	643561	643761
chr10	808532	808832
chr10	872438	872738
chr10	980350	980550
chr10	986588	986788
chr10	1171603	1171903
chr10	1346883	1347183
chr10	1498130	1498230
chr10	1547740	1547940
chr10	1625681	1625881
chr10	1859629	1859829
chr10	1871510	1871610
chr10	1874758	1874858
chr10	1890558	1890658
chr10	1992211	1992411
chr10	2119601	2119901
chr10	2446361	2446561
chr10	2522112	2522412
chr10	2659741	2659941
chr10	2849371	2849571
chr10	2950119	2950219
chr11	256657	256857
chr11	317585	317685
chr11	349847	350147
chr11	361002	361102
chr11	631201	631401
chr11	839125	839425
chr11	906594	906894
chr11	1277778	1277978
chr11	1314113	1314313
chr11	1326410	1326510
chr11	1485613	1485913
chr11	1522487	1522587
chr11	1551614	1551814
chr11	1596539	1596839
chr11	1638091	1638391
chr11	1641949	1642149
chr11	1666191	1666491
chr11	1815703	1815803
chr11	1852342	1852442
chr11	2016833	2016933
chr11	2028093	2028293
chr11	2209825	2210025
chr11	2309245	2309445
chr11	2313532	2313732
chr11	2442090	2442390
chr11	2699561	2699761
chr12	149270	149570
chr12	161768	161968
chr12	268524	268624
chr12	350479	350679
chr12	408160	408460
chr12	738249	738349
chr12	779688	779788
chr12	836341	836441
chr12	859596	859696
chr12	886326	886426
chr12	1086832	1087032
chr12	1121256	1121556
chr12	1378903	1379203
chr12	1398550	1398750
chr12	1542108	1542308
chr12	1650866	1651066
chr12	1677741	1677941
chr12	1884093	1884293
chr12	1925692	1925792
chr12	2018511	2018811
chr12	2071996	2072096
chr12	2287586	2287886
chr12	2393529	2393629
chr12	2517953	2518153
chr12	2576343	2576643
chr12	2661866	2662066
chr12	2788470	2788670
chr13	325859	326059
chr13	358345	358545
chr13	402366	402466
chr13	487891	488191
chr13	711509	711709
chr13	1023027	1023327
chr13	1111450	1111550
chr13	1165934	1166234
chr13	1172938	1173038
chr13	1178156	1178256
chr13	1353223	1353323
chr13	1498211	1498511
chr13	1499428	1499728
chr13	1770036	1770136
chr13	1837055	1837255
chr13	1939696	1939996
chr13	1977309	1977509
chr13	2019685	2019885
chr14	319527	319827
chr14	768344	768544
chr14	771466	771766
chr14	782849	782949
chr14	819758	819858
chr14	987230	987330
chr14	1076252	1076552
chr14	1116055	1116155
chr14	1132645	1132945
chr14	1389332	1389632
chr14	1424147	1424447
chr14	1773397	1773497
chr14	1822207	1822307
chr14	2240336	2240536
chr14	2528897	2528997
chr15	158785	159085
chr15	398047	398147
chr15	580583	580883
chr15	593634	593834
chr15	868776	869076
chr15	869956	870056
chr15	955977	956077
chr15	999749	999849
chr15	1013450	1013550
chr15	1025619	1025719
chr15	1055317	1055517
chr15	1663109	1663409
chr15	1705502	1705602
chr15	1812798	1812898
chr15	1837532	1837832
chr15	2003404	2003604
chr15	2050496	2050696
chr15	2145371	2145471
chr15	2302823	2303023
chr16	55917	56117
chr16	188809	189009
chr16	297053	297353
chr16	636400	636700
chr16	651456	651656
chr16	856284	856384
chr16	857122	857422
chr16	1097716	1097916
chr16	1194911	1195011
chr16	1219267	1219367
chr16	1345659	1345859
chr16	1458869	1459169
chr16	1638740	1638940
chr16	1851528	1851628
chr16	1888562	1888762
chr16	1914206	1914406
chr16	1958731	1959031
chr16	1978604	1978904
chr16	2131432	2131632
chr16	2200074	2200374
chr16	2218214	2218314
chr17	711961	712261
chr17	782491	782591
chr17	907232	907332
chr17	925568	925668
chr17	940636	940736
chr17	1035765	1035865
chr17	1478395	1478495
chr17	1529833	1530033
chr17	1723085	1723185
chr17	1735801	1736001
chr17	1791986	1792086
chr18	4199	4399
chr18	385653	385753
chr18	960522	960822
chr18	992985	993285
chr18	1026830	1026930
chr18	1252540	1252840
chr18	1341437	1341737
chr18	1348072	1348372
chr19	17555	17755
